Entity,Code,Day,monthly_sea_surface_temperature_anomaly
Tropics,,2000-12-15,0.0852
Tropics,,2001-01-15,0.2186
Tropics,,2001-02-15,0.1949
Tropics,,2001-03-15,0.3667
Tropics,,2001-04-15,0.3814
Tropics,,2001-05-15,0.4104
Tropics,,2001-06-15,0.3926
Tropics,,2001-07-15,0.369
Tropics,,2001-08-15,0.3917
Tropics,,2001-09-15,0.368
Tropics,,2001-10-15,0.3644
Tropics,,2001-11-15,0.3081
Tropics,,2001-12-15,0.2945
Tropics,,2002-01-15,0.3704
Tropics,,2002-02-15,0.3334
Tropics,,2002-03-15,0.4782
Tropics,,2002-04-15,0.5018
Tropics,,2002-05-15,0.5165
Tropics,,2002-06-15,0.5393
Tropics,,2002-07-15,0.4643
Tropics,,2002-08-15,0.435
Tropics,,2002-09-15,0.4098
Tropics,,2002-10-15,0.5263
Tropics,,2002-11-15,0.5277
Tropics,,2002-12-15,0.6792
Tropics,,2003-01-15,0.6118
Tropics,,2003-02-15,0.5984
Tropics,,2003-03-15,0.5753
Tropics,,2003-04-15,0.519
Tropics,,2003-05-15,0.3656
Tropics,,2003-06-15,0.4016
Tropics,,2003-07-15,0.4902
Tropics,,2003-08-15,0.5826
Tropics,,2003-09-15,0.5776
Tropics,,2003-10-15,0.6136
Tropics,,2003-11-15,0.5431
Tropics,,2003-12-15,0.4648
Tropics,,2004-01-15,0.5388
Tropics,,2004-02-15,0.5055
Tropics,,2004-03-15,0.4198
Tropics,,2004-04-15,0.4562
Tropics,,2004-05-15,0.2717
Tropics,,2004-06-15,0.2401
Tropics,,2004-07-15,0.2818
Tropics,,2004-08-15,0.3767
Tropics,,2004-09-15,0.5393
Tropics,,2004-10-15,0.4999
Tropics,,2004-11-15,0.5412
Tropics,,2004-12-15,0.5777
Tropics,,2005-01-15,0.5829
Tropics,,2005-02-15,0.4756
Tropics,,2005-03-15,0.6011
Tropics,,2005-04-15,0.5111
Tropics,,2005-05-15,0.5582
Tropics,,2005-06-15,0.4603
Tropics,,2005-07-15,0.4011
Tropics,,2005-08-15,0.4676
Tropics,,2005-09-15,0.3844
Tropics,,2005-10-15,0.3622
Tropics,,2005-11-15,0.3296
Tropics,,2005-12-15,0.3158
Tropics,,2006-01-15,0.3011
Tropics,,2006-02-15,0.3404
Tropics,,2006-03-15,0.3205
Tropics,,2006-04-15,0.3394
Tropics,,2006-05-15,0.406
Tropics,,2006-06-15,0.4421
Tropics,,2006-07-15,0.3733
Tropics,,2006-08-15,0.4843
Tropics,,2006-09-15,0.4943
Tropics,,2006-10-15,0.5106
Tropics,,2006-11-15,0.605
Tropics,,2006-12-15,0.622
Tropics,,2007-01-15,0.606
Tropics,,2007-02-15,0.5228
Tropics,,2007-03-15,0.3966
Tropics,,2007-04-15,0.424
Tropics,,2007-05-15,0.3222
Tropics,,2007-06-15,0.4171
Tropics,,2007-07-15,0.3725
Tropics,,2007-08-15,0.3109
Tropics,,2007-09-15,0.2406
Tropics,,2007-10-15,0.1524
Tropics,,2007-11-15,0.0672
Tropics,,2007-12-15,0.0494
Tropics,,2008-01-15,0.036
Tropics,,2008-02-15,0.0308
Tropics,,2008-03-15,0.1222
Tropics,,2008-04-15,0.1479
Tropics,,2008-05-15,0.1725
Tropics,,2008-06-15,0.2037
Tropics,,2008-07-15,0.2782
Tropics,,2008-08-15,0.3964
Tropics,,2008-09-15,0.4916
Tropics,,2008-10-15,0.3952
Tropics,,2008-11-15,0.3215
Tropics,,2008-12-15,0.2806
Tropics,,2009-01-15,0.3318
Tropics,,2009-02-15,0.2572
Tropics,,2009-03-15,0.3202
Tropics,,2009-04-15,0.3878
Tropics,,2009-05-15,0.526
Tropics,,2009-06-15,0.6287
Tropics,,2009-07-15,0.6852
Tropics,,2009-08-15,0.7096
Tropics,,2009-09-15,0.635
Tropics,,2009-10-15,0.672
Tropics,,2009-11-15,0.675
Tropics,,2009-12-15,0.7695
Tropics,,2010-01-15,0.7362
Tropics,,2010-02-15,0.776
Tropics,,2010-03-15,0.7772
Tropics,,2010-04-15,0.8191
Tropics,,2010-05-15,0.7345
Tropics,,2010-06-15,0.6096
Tropics,,2010-07-15,0.5181
Tropics,,2010-08-15,0.4116
Tropics,,2010-09-15,0.2905
Tropics,,2010-10-15,0.2621
Tropics,,2010-11-15,0.1566
Tropics,,2010-12-15,0.1981
Tropics,,2011-01-15,0.1207
Tropics,,2011-02-15,0.1945
Tropics,,2011-03-15,0.2115
Tropics,,2011-04-15,0.228
Tropics,,2011-05-15,0.2728
Tropics,,2011-06-15,0.2799
Tropics,,2011-07-15,0.3306
Tropics,,2011-08-15,0.3042
Tropics,,2011-09-15,0.1975
Tropics,,2011-10-15,0.1553
Tropics,,2011-11-15,0.1846
Tropics,,2011-12-15,0.1907
Tropics,,2012-01-15,0.1731
Tropics,,2012-02-15,0.2138
Tropics,,2012-03-15,0.2072
Tropics,,2012-04-15,0.3631
Tropics,,2012-05-15,0.3924
Tropics,,2012-06-15,0.3852
Tropics,,2012-07-15,0.354
Tropics,,2012-08-15,0.4158
Tropics,,2012-09-15,0.4954
Tropics,,2012-10-15,0.4744
Tropics,,2012-11-15,0.5651
Tropics,,2012-12-15,0.509
Tropics,,2013-01-15,0.4049
Tropics,,2013-02-15,0.4448
Tropics,,2013-03-15,0.4261
Tropics,,2013-04-15,0.4642
Tropics,,2013-05-15,0.4868
Tropics,,2013-06-15,0.3084
Tropics,,2013-07-15,0.3364
Tropics,,2013-08-15,0.4022
Tropics,,2013-09-15,0.4498
Tropics,,2013-10-15,0.4006
Tropics,,2013-11-15,0.4775
Tropics,,2013-12-15,0.4586
Tropics,,2014-01-15,0.4028
Tropics,,2014-02-15,0.3418
Tropics,,2014-03-15,0.3746
Tropics,,2014-04-15,0.4986
Tropics,,2014-05-15,0.6484
Tropics,,2014-06-15,0.6747
Tropics,,2014-07-15,0.5526
Tropics,,2014-08-15,0.572
Tropics,,2014-09-15,0.5846
Tropics,,2014-10-15,0.609
Tropics,,2014-11-15,0.6194
Tropics,,2014-12-15,0.6353
Tropics,,2015-01-15,0.5848
Tropics,,2015-02-15,0.5683
Tropics,,2015-03-15,0.5932
Tropics,,2015-04-15,0.6974
Tropics,,2015-05-15,0.7076
Tropics,,2015-06-15,0.7357
Tropics,,2015-07-15,0.852
Tropics,,2015-08-15,0.8273
Tropics,,2015-09-15,0.9989
Tropics,,2015-10-15,0.9947
Tropics,,2015-11-15,1.0189
Tropics,,2015-12-15,1.1224
Tropics,,2016-01-15,1.181
Tropics,,2016-02-15,1.0074
Tropics,,2016-03-15,1.0984
Tropics,,2016-04-15,0.9249
Tropics,,2016-05-15,0.853
Tropics,,2016-06-15,0.8512
Tropics,,2016-07-15,0.7863
Tropics,,2016-08-15,0.7215
Tropics,,2016-09-15,0.6568
Tropics,,2016-10-15,0.6798
Tropics,,2016-11-15,0.6461
Tropics,,2016-12-15,0.6541
Tropics,,2017-01-15,0.6392
Tropics,,2017-02-15,0.63
Tropics,,2017-03-15,0.6678
Tropics,,2017-04-15,0.7799
Tropics,,2017-05-15,0.7409
Tropics,,2017-06-15,0.6771
Tropics,,2017-07-15,0.669
Tropics,,2017-08-15,0.706
Tropics,,2017-09-15,0.6256
Tropics,,2017-10-15,0.5908
Tropics,,2017-11-15,0.5552
Tropics,,2017-12-15,0.4198
Tropics,,2018-01-15,0.4137
Tropics,,2018-02-15,0.3176
Tropics,,2018-03-15,0.3923
Tropics,,2018-04-15,0.4875
Tropics,,2018-05-15,0.484
Tropics,,2018-06-15,0.4248
Tropics,,2018-07-15,0.4212
Tropics,,2018-08-15,0.5288
Tropics,,2018-09-15,0.5936
Tropics,,2018-10-15,0.6648
Tropics,,2018-11-15,0.7031
Tropics,,2018-12-15,0.7296
Tropics,,2019-01-15,0.6427
Tropics,,2019-02-15,0.6329
Tropics,,2019-03-15,0.6982
Tropics,,2019-04-15,0.7599
Tropics,,2019-05-15,0.6811
Tropics,,2019-06-15,0.6961
Tropics,,2019-07-15,0.7229
Tropics,,2019-08-15,0.7059
Tropics,,2019-09-15,0.6622
Tropics,,2019-10-15,0.7631
Tropics,,2019-11-15,0.8855
Tropics,,2019-12-15,0.8743
Tropics,,2020-01-15,0.9513
Tropics,,2020-02-15,0.8736
Tropics,,2020-03-15,0.9304
Tropics,,2020-04-15,0.9605
Tropics,,2020-05-15,0.8027
Tropics,,2020-06-15,0.6937
Tropics,,2020-07-15,0.7294
Tropics,,2020-08-15,0.7551
Tropics,,2020-09-15,0.5436
Tropics,,2020-10-15,0.5312
Tropics,,2020-11-15,0.475
Tropics,,2020-12-15,0.4578
Tropics,,2021-01-15,0.3687
Tropics,,2021-02-15,0.3194
Tropics,,2021-03-15,0.3651
Tropics,,2021-04-15,0.4411
Tropics,,2021-05-15,0.5069
Tropics,,2021-06-15,0.5327
Tropics,,2021-07-15,0.6241
Tropics,,2021-08-15,0.6711
Tropics,,2021-09-15,0.6513
Tropics,,2021-10-15,0.606
Tropics,,2021-11-15,0.535
Tropics,,2021-12-15,0.4158
World,OWID_WRL,1850-01-15,-0.3514
World,OWID_WRL,1850-02-15,-0.3444
World,OWID_WRL,1850-03-15,-0.58
World,OWID_WRL,1850-04-15,-0.3422
World,OWID_WRL,1850-05-15,-0.2509
World,OWID_WRL,1850-06-15,-0.2549
World,OWID_WRL,1850-07-15,-0.2082
World,OWID_WRL,1850-08-15,-0.3123
World,OWID_WRL,1850-09-15,-0.3432
World,OWID_WRL,1850-10-15,-0.36
World,OWID_WRL,1850-11-15,-0.137
World,OWID_WRL,1850-12-15,-0.2296
World,OWID_WRL,1851-01-15,-0.2743
World,OWID_WRL,1851-02-15,-0.2952
World,OWID_WRL,1851-03-15,-0.2509
World,OWID_WRL,1851-04-15,-0.4278
World,OWID_WRL,1851-05-15,-0.287
World,OWID_WRL,1851-06-15,-0.2738
World,OWID_WRL,1851-07-15,-0.1779
World,OWID_WRL,1851-08-15,-0.239
World,OWID_WRL,1851-09-15,-0.1005
World,OWID_WRL,1851-10-15,-0.0808
World,OWID_WRL,1851-11-15,0.0808
World,OWID_WRL,1851-12-15,0.006
World,OWID_WRL,1852-01-15,-0.3106
World,OWID_WRL,1852-02-15,-0.4352
World,OWID_WRL,1852-03-15,-0.3572
World,OWID_WRL,1852-04-15,-0.3614
World,OWID_WRL,1852-05-15,-0.2173
World,OWID_WRL,1852-06-15,-0.0445
World,OWID_WRL,1852-07-15,0.0346
World,OWID_WRL,1852-08-15,-0.2261
World,OWID_WRL,1852-09-15,-0.078
World,OWID_WRL,1852-10-15,-0.1141
World,OWID_WRL,1852-11-15,-0.0983
World,OWID_WRL,1852-12-15,0.0073
World,OWID_WRL,1853-01-15,-0.2043
World,OWID_WRL,1853-02-15,-0.1818
World,OWID_WRL,1853-03-15,-0.0639
World,OWID_WRL,1853-04-15,-0.2113
World,OWID_WRL,1853-05-15,-0.218
World,OWID_WRL,1853-06-15,-0.1385
World,OWID_WRL,1853-07-15,-0.0932
World,OWID_WRL,1853-08-15,-0.198
World,OWID_WRL,1853-09-15,-0.3499
World,OWID_WRL,1853-10-15,-0.3837
World,OWID_WRL,1853-11-15,-0.1819
World,OWID_WRL,1853-12-15,-0.3073
World,OWID_WRL,1854-01-15,-0.2229
World,OWID_WRL,1854-02-15,-0.2671
World,OWID_WRL,1854-03-15,-0.2238
World,OWID_WRL,1854-04-15,-0.2674
World,OWID_WRL,1854-05-15,-0.2612
World,OWID_WRL,1854-06-15,-0.1792
World,OWID_WRL,1854-07-15,-0.3382
World,OWID_WRL,1854-08-15,-0.2184
World,OWID_WRL,1854-09-15,-0.1334
World,OWID_WRL,1854-10-15,-0.2804
World,OWID_WRL,1854-11-15,-0.3446
World,OWID_WRL,1854-12-15,-0.4846
World,OWID_WRL,1855-01-15,-0.1715
World,OWID_WRL,1855-02-15,-0.1882
World,OWID_WRL,1855-03-15,-0.1903
World,OWID_WRL,1855-04-15,-0.3087
World,OWID_WRL,1855-05-15,-0.4355
World,OWID_WRL,1855-06-15,-0.3294
World,OWID_WRL,1855-07-15,-0.315
World,OWID_WRL,1855-08-15,-0.1722
World,OWID_WRL,1855-09-15,-0.2745
World,OWID_WRL,1855-10-15,-0.1809
World,OWID_WRL,1855-11-15,-0.1826
World,OWID_WRL,1855-12-15,-0.1519
World,OWID_WRL,1856-01-15,-0.112
World,OWID_WRL,1856-02-15,-0.2345
World,OWID_WRL,1856-03-15,-0.195
World,OWID_WRL,1856-04-15,-0.3429
World,OWID_WRL,1856-05-15,-0.1142
World,OWID_WRL,1856-06-15,-0.3146
World,OWID_WRL,1856-07-15,-0.3788
World,OWID_WRL,1856-08-15,-0.2799
World,OWID_WRL,1856-09-15,-0.3272
World,OWID_WRL,1856-10-15,-0.3563
World,OWID_WRL,1856-11-15,-0.4527
World,OWID_WRL,1856-12-15,-0.5561
World,OWID_WRL,1857-01-15,-0.4235
World,OWID_WRL,1857-02-15,-0.3727
World,OWID_WRL,1857-03-15,-0.5474
World,OWID_WRL,1857-04-15,-0.4771
World,OWID_WRL,1857-05-15,-0.4326
World,OWID_WRL,1857-06-15,-0.3372
World,OWID_WRL,1857-07-15,-0.5298
World,OWID_WRL,1857-08-15,-0.3746
World,OWID_WRL,1857-09-15,-0.3295
World,OWID_WRL,1857-10-15,-0.4146
World,OWID_WRL,1857-11-15,-0.5095
World,OWID_WRL,1857-12-15,-0.3806
World,OWID_WRL,1858-01-15,-0.46
World,OWID_WRL,1858-02-15,-0.407
World,OWID_WRL,1858-03-15,-0.4308
World,OWID_WRL,1858-04-15,-0.5321
World,OWID_WRL,1858-05-15,-0.6326
World,OWID_WRL,1858-06-15,-0.5508
World,OWID_WRL,1858-07-15,-0.344
World,OWID_WRL,1858-08-15,-0.2666
World,OWID_WRL,1858-09-15,-0.3035
World,OWID_WRL,1858-10-15,-0.2216
World,OWID_WRL,1858-11-15,-0.2756
World,OWID_WRL,1858-12-15,-0.405
World,OWID_WRL,1859-01-15,-0.3671
World,OWID_WRL,1859-02-15,-0.3183
World,OWID_WRL,1859-03-15,-0.3508
World,OWID_WRL,1859-04-15,-0.1651
World,OWID_WRL,1859-05-15,-0.2234
World,OWID_WRL,1859-06-15,-0.2259
World,OWID_WRL,1859-07-15,-0.3658
World,OWID_WRL,1859-08-15,-0.2069
World,OWID_WRL,1859-09-15,-0.4439
World,OWID_WRL,1859-10-15,-0.2604
World,OWID_WRL,1859-11-15,-0.2836
World,OWID_WRL,1859-12-15,-0.1364
World,OWID_WRL,1860-01-15,-0.1785
World,OWID_WRL,1860-02-15,-0.2367
World,OWID_WRL,1860-03-15,-0.2002
World,OWID_WRL,1860-04-15,-0.2194
World,OWID_WRL,1860-05-15,-0.2838
World,OWID_WRL,1860-06-15,-0.289
World,OWID_WRL,1860-07-15,-0.2606
World,OWID_WRL,1860-08-15,-0.2676
World,OWID_WRL,1860-09-15,-0.1223
World,OWID_WRL,1860-10-15,-0.2785
World,OWID_WRL,1860-11-15,-0.2649
World,OWID_WRL,1860-12-15,-0.2411
World,OWID_WRL,1861-01-15,-0.3007
World,OWID_WRL,1861-02-15,-0.5688
World,OWID_WRL,1861-03-15,-0.5908
World,OWID_WRL,1861-04-15,-0.158
World,OWID_WRL,1861-05-15,-0.5282
World,OWID_WRL,1861-06-15,-0.3372
World,OWID_WRL,1861-07-15,-0.4363
World,OWID_WRL,1861-08-15,-0.2476
World,OWID_WRL,1861-09-15,-0.288
World,OWID_WRL,1861-10-15,-0.3432
World,OWID_WRL,1861-11-15,-0.299
World,OWID_WRL,1861-12-15,-0.2736
World,OWID_WRL,1862-01-15,-0.4507
World,OWID_WRL,1862-02-15,-0.5448
World,OWID_WRL,1862-03-15,-0.3515
World,OWID_WRL,1862-04-15,-0.2231
World,OWID_WRL,1862-05-15,-0.1622
World,OWID_WRL,1862-06-15,-0.3251
World,OWID_WRL,1862-07-15,-0.3435
World,OWID_WRL,1862-08-15,-0.6748
World,OWID_WRL,1862-09-15,-0.4954
World,OWID_WRL,1862-10-15,-0.3067
World,OWID_WRL,1862-11-15,-0.4217
World,OWID_WRL,1862-12-15,-0.4669
World,OWID_WRL,1863-01-15,-0.406
World,OWID_WRL,1863-02-15,-0.2973
World,OWID_WRL,1863-03-15,-0.216
World,OWID_WRL,1863-04-15,-0.2406
World,OWID_WRL,1863-05-15,-0.4489
World,OWID_WRL,1863-06-15,-0.4
World,OWID_WRL,1863-07-15,-0.3256
World,OWID_WRL,1863-08-15,-0.3166
World,OWID_WRL,1863-09-15,-0.4112
World,OWID_WRL,1863-10-15,-0.2565
World,OWID_WRL,1863-11-15,-0.3572
World,OWID_WRL,1863-12-15,-0.272
World,OWID_WRL,1864-01-15,-0.6362
World,OWID_WRL,1864-02-15,-0.5777
World,OWID_WRL,1864-03-15,-0.5277
World,OWID_WRL,1864-04-15,-0.4451
World,OWID_WRL,1864-05-15,-0.2212
World,OWID_WRL,1864-06-15,-0.2966
World,OWID_WRL,1864-07-15,-0.207
World,OWID_WRL,1864-08-15,-0.3553
World,OWID_WRL,1864-09-15,-0.4819
World,OWID_WRL,1864-10-15,-0.3949
World,OWID_WRL,1864-11-15,-0.0886
World,OWID_WRL,1864-12-15,-0.1911
World,OWID_WRL,1865-01-15,-0.1354
World,OWID_WRL,1865-02-15,-0.0913
World,OWID_WRL,1865-03-15,-0.1013
World,OWID_WRL,1865-04-15,-0.1134
World,OWID_WRL,1865-05-15,-0.3277
World,OWID_WRL,1865-06-15,-0.2434
World,OWID_WRL,1865-07-15,-0.2237
World,OWID_WRL,1865-08-15,-0.2119
World,OWID_WRL,1865-09-15,-0.2655
World,OWID_WRL,1865-10-15,-0.2344
World,OWID_WRL,1865-11-15,-0.3747
World,OWID_WRL,1865-12-15,-0.2359
World,OWID_WRL,1866-01-15,-0.246
World,OWID_WRL,1866-02-15,-0.0324
World,OWID_WRL,1866-03-15,-0.4205
World,OWID_WRL,1866-04-15,-0.3176
World,OWID_WRL,1866-05-15,-0.3747
World,OWID_WRL,1866-06-15,0.0086
World,OWID_WRL,1866-07-15,-0.0661
World,OWID_WRL,1866-08-15,-0.1893
World,OWID_WRL,1866-09-15,-0.3433
World,OWID_WRL,1866-10-15,-0.0953
World,OWID_WRL,1866-11-15,-0.0837
World,OWID_WRL,1866-12-15,-0.3327
World,OWID_WRL,1867-01-15,-0.1611
World,OWID_WRL,1867-02-15,-0.259
World,OWID_WRL,1867-03-15,-0.0594
World,OWID_WRL,1867-04-15,-0.107
World,OWID_WRL,1867-05-15,-0.1841
World,OWID_WRL,1867-06-15,-0.2954
World,OWID_WRL,1867-07-15,-0.1941
World,OWID_WRL,1867-08-15,-0.2898
World,OWID_WRL,1867-09-15,-0.102
World,OWID_WRL,1867-10-15,-0.1556
World,OWID_WRL,1867-11-15,-0.2037
World,OWID_WRL,1867-12-15,-0.4577
World,OWID_WRL,1868-01-15,-0.3789
World,OWID_WRL,1868-02-15,-0.2318
World,OWID_WRL,1868-03-15,-0.0096
World,OWID_WRL,1868-04-15,-0.1595
World,OWID_WRL,1868-05-15,-0.2632
World,OWID_WRL,1868-06-15,-0.4622
World,OWID_WRL,1868-07-15,-0.1232
World,OWID_WRL,1868-08-15,-0.1951
World,OWID_WRL,1868-09-15,-0.156
World,OWID_WRL,1868-10-15,-0.278
World,OWID_WRL,1868-11-15,-0.1644
World,OWID_WRL,1868-12-15,-0.1713
World,OWID_WRL,1869-01-15,-0.3313
World,OWID_WRL,1869-02-15,-0.1367
World,OWID_WRL,1869-03-15,-0.3853
World,OWID_WRL,1869-04-15,-0.1413
World,OWID_WRL,1869-05-15,-0.2692
World,OWID_WRL,1869-06-15,-0.394
World,OWID_WRL,1869-07-15,-0.3394
World,OWID_WRL,1869-08-15,-0.2059
World,OWID_WRL,1869-09-15,-0.2888
World,OWID_WRL,1869-10-15,-0.3031
World,OWID_WRL,1869-11-15,-0.2687
World,OWID_WRL,1869-12-15,-0.3431
World,OWID_WRL,1870-01-15,-0.1965
World,OWID_WRL,1870-02-15,-0.2119
World,OWID_WRL,1870-03-15,-0.2264
World,OWID_WRL,1870-04-15,-0.1125
World,OWID_WRL,1870-05-15,-0.2918
World,OWID_WRL,1870-06-15,-0.3143
World,OWID_WRL,1870-07-15,-0.115
World,OWID_WRL,1870-08-15,-0.1585
World,OWID_WRL,1870-09-15,-0.2998
World,OWID_WRL,1870-10-15,-0.33
World,OWID_WRL,1870-11-15,-0.2277
World,OWID_WRL,1870-12-15,-0.224
World,OWID_WRL,1871-01-15,-0.2199
World,OWID_WRL,1871-02-15,-0.2199
World,OWID_WRL,1871-03-15,-0.072
World,OWID_WRL,1871-04-15,-0.1579
World,OWID_WRL,1871-05-15,-0.1909
World,OWID_WRL,1871-06-15,-0.2077
World,OWID_WRL,1871-07-15,-0.0731
World,OWID_WRL,1871-08-15,-0.3366
World,OWID_WRL,1871-09-15,-0.3843
World,OWID_WRL,1871-10-15,-0.4721
World,OWID_WRL,1871-11-15,-0.1757
World,OWID_WRL,1871-12-15,-0.2707
World,OWID_WRL,1872-01-15,-0.3238
World,OWID_WRL,1872-02-15,-0.315
World,OWID_WRL,1872-03-15,-0.4189
World,OWID_WRL,1872-04-15,-0.2822
World,OWID_WRL,1872-05-15,-0.1696
World,OWID_WRL,1872-06-15,-0.2791
World,OWID_WRL,1872-07-15,-0.1442
World,OWID_WRL,1872-08-15,-0.0719
World,OWID_WRL,1872-09-15,-0.1742
World,OWID_WRL,1872-10-15,-0.3011
World,OWID_WRL,1872-11-15,-0.1625
World,OWID_WRL,1872-12-15,-0.2919
World,OWID_WRL,1873-01-15,-0.075
World,OWID_WRL,1873-02-15,-0.3041
World,OWID_WRL,1873-03-15,-0.2125
World,OWID_WRL,1873-04-15,-0.2965
World,OWID_WRL,1873-05-15,-0.3112
World,OWID_WRL,1873-06-15,-0.4224
World,OWID_WRL,1873-07-15,-0.2073
World,OWID_WRL,1873-08-15,-0.2358
World,OWID_WRL,1873-09-15,-0.3522
World,OWID_WRL,1873-10-15,-0.4011
World,OWID_WRL,1873-11-15,-0.337
World,OWID_WRL,1873-12-15,-0.3822
World,OWID_WRL,1874-01-15,-0.2247
World,OWID_WRL,1874-02-15,-0.4752
World,OWID_WRL,1874-03-15,-0.4183
World,OWID_WRL,1874-04-15,-0.4446
World,OWID_WRL,1874-05-15,-0.3363
World,OWID_WRL,1874-06-15,-0.5655
World,OWID_WRL,1874-07-15,-0.1933
World,OWID_WRL,1874-08-15,-0.4098
World,OWID_WRL,1874-09-15,-0.2802
World,OWID_WRL,1874-10-15,-0.5255
World,OWID_WRL,1874-11-15,-0.4059
World,OWID_WRL,1874-12-15,-0.4212
World,OWID_WRL,1875-01-15,-0.2857
World,OWID_WRL,1875-02-15,-0.1726
World,OWID_WRL,1875-03-15,-0.3109
World,OWID_WRL,1875-04-15,-0.2687
World,OWID_WRL,1875-05-15,-0.1753
World,OWID_WRL,1875-06-15,-0.2782
World,OWID_WRL,1875-07-15,-0.3481
World,OWID_WRL,1875-08-15,-0.1632
World,OWID_WRL,1875-09-15,-0.1069
World,OWID_WRL,1875-10-15,-0.1525
World,OWID_WRL,1875-11-15,-0.219
World,OWID_WRL,1875-12-15,-0.4168
World,OWID_WRL,1876-01-15,-0.3884
World,OWID_WRL,1876-02-15,-0.2969
World,OWID_WRL,1876-03-15,-0.3001
World,OWID_WRL,1876-04-15,-0.3038
World,OWID_WRL,1876-05-15,-0.4478
World,OWID_WRL,1876-06-15,-0.4194
World,OWID_WRL,1876-07-15,-0.2547
World,OWID_WRL,1876-08-15,-0.2961
World,OWID_WRL,1876-09-15,-0.4801
World,OWID_WRL,1876-10-15,-0.3544
World,OWID_WRL,1876-11-15,-0.331
World,OWID_WRL,1876-12-15,-0.2795
World,OWID_WRL,1877-01-15,-0.359
World,OWID_WRL,1877-02-15,0.0864
World,OWID_WRL,1877-03-15,-0.0962
World,OWID_WRL,1877-04-15,-0.093
World,OWID_WRL,1877-05-15,-0.2924
World,OWID_WRL,1877-06-15,-0.0985
World,OWID_WRL,1877-07-15,-0.0434
World,OWID_WRL,1877-08-15,0.088
World,OWID_WRL,1877-09-15,0.0868
World,OWID_WRL,1877-10-15,0.2259
World,OWID_WRL,1877-11-15,0.0654
World,OWID_WRL,1877-12-15,0.1254
World,OWID_WRL,1878-01-15,0.2704
World,OWID_WRL,1878-02-15,0.2535
World,OWID_WRL,1878-03-15,0.1491
World,OWID_WRL,1878-04-15,0.271
World,OWID_WRL,1878-05-15,0.011
World,OWID_WRL,1878-06-15,-0.0452
World,OWID_WRL,1878-07-15,-0.1048
World,OWID_WRL,1878-08-15,-0.07
World,OWID_WRL,1878-09-15,-0.0858
World,OWID_WRL,1878-10-15,-0.2186
World,OWID_WRL,1878-11-15,-0.285
World,OWID_WRL,1878-12-15,-0.201
World,OWID_WRL,1879-01-15,-0.154
World,OWID_WRL,1879-02-15,-0.1264
World,OWID_WRL,1879-03-15,-0.0936
World,OWID_WRL,1879-04-15,-0.1633
World,OWID_WRL,1879-05-15,-0.2392
World,OWID_WRL,1879-06-15,-0.241
World,OWID_WRL,1879-07-15,-0.2704
World,OWID_WRL,1879-08-15,-0.1464
World,OWID_WRL,1879-09-15,-0.1931
World,OWID_WRL,1879-10-15,-0.207
World,OWID_WRL,1879-11-15,-0.2448
World,OWID_WRL,1879-12-15,-0.2939
World,OWID_WRL,1880-01-15,-0.2283
World,OWID_WRL,1880-02-15,-0.1353
World,OWID_WRL,1880-03-15,-0.0102
World,OWID_WRL,1880-04-15,-0.1158
World,OWID_WRL,1880-05-15,-0.3387
World,OWID_WRL,1880-06-15,-0.3843
World,OWID_WRL,1880-07-15,-0.2599
World,OWID_WRL,1880-08-15,-0.1503
World,OWID_WRL,1880-09-15,-0.2306
World,OWID_WRL,1880-10-15,-0.2351
World,OWID_WRL,1880-11-15,-0.1862
World,OWID_WRL,1880-12-15,-0.1662
World,OWID_WRL,1881-01-15,-0.0956
World,OWID_WRL,1881-02-15,-0.1036
World,OWID_WRL,1881-03-15,-0.0259
World,OWID_WRL,1881-04-15,-0.0702
World,OWID_WRL,1881-05-15,-0.0746
World,OWID_WRL,1881-06-15,-0.1637
World,OWID_WRL,1881-07-15,-0.1619
World,OWID_WRL,1881-08-15,-0.1778
World,OWID_WRL,1881-09-15,-0.298
World,OWID_WRL,1881-10-15,-0.2177
World,OWID_WRL,1881-11-15,-0.2514
World,OWID_WRL,1881-12-15,-0.1917
World,OWID_WRL,1882-01-15,-0.1422
World,OWID_WRL,1882-02-15,-0.1217
World,OWID_WRL,1882-03-15,-0.1376
World,OWID_WRL,1882-04-15,-0.1853
World,OWID_WRL,1882-05-15,-0.2962
World,OWID_WRL,1882-06-15,-0.2627
World,OWID_WRL,1882-07-15,-0.1787
World,OWID_WRL,1882-08-15,-0.2971
World,OWID_WRL,1882-09-15,-0.1912
World,OWID_WRL,1882-10-15,-0.2902
World,OWID_WRL,1882-11-15,-0.1605
World,OWID_WRL,1882-12-15,-0.3238
World,OWID_WRL,1883-01-15,-0.1979
World,OWID_WRL,1883-02-15,-0.1401
World,OWID_WRL,1883-03-15,-0.1738
World,OWID_WRL,1883-04-15,-0.3052
World,OWID_WRL,1883-05-15,-0.2165
World,OWID_WRL,1883-06-15,-0.1826
World,OWID_WRL,1883-07-15,-0.2316
World,OWID_WRL,1883-08-15,-0.2261
World,OWID_WRL,1883-09-15,-0.2849
World,OWID_WRL,1883-10-15,-0.4043
World,OWID_WRL,1883-11-15,-0.275
World,OWID_WRL,1883-12-15,-0.3545
World,OWID_WRL,1884-01-15,-0.392
World,OWID_WRL,1884-02-15,-0.1768
World,OWID_WRL,1884-03-15,-0.3332
World,OWID_WRL,1884-04-15,-0.3459
World,OWID_WRL,1884-05-15,-0.2981
